# airline	from	to	codeshare	stops	equipment
# Date: 2014-06-28
4Y	AKI	TLT		0	CNA
4Y	ATT	KUK		0	CNA
4Y	BET	ATT		0	CNA
4Y	BET	EEK		0	CNA
4Y	BET	GNU		0	CNA
4Y	BET	KPN		0	CNA
4Y	BET	KWN		0	CNA
4Y	BET	KWT		0	CNA
4Y	BET	MLL		0	CNA
4Y	BET	NME		0	CNA
4Y	BET	WNA		0	CNA
4Y	BET	WTL		0	CNA
4Y	CYF	BET		0	CNA
4Y	EEK	BET		0	CNA
4Y	EEK	KWN		0	CNA
4Y	GNU	PTU		0	CNA
4Y	KKH	KWK		0	CNA
4Y	KKI	AKI		0	CNA
4Y	KPN	CYF		0	CNA
4Y	KUK	NUP		0	CNA
4Y	KWK	BET		0	CNA
4Y	KWN	BET		0	CNA
4Y	KWN	EEK		0	CNA
4Y	KWT	KKI		0	CNA
4Y	MLL	PQS		0	CNA
4Y	NME	OOK		0	CNA
4Y	NUP	BET		0	CNA
4Y	OOK	TNK		0	CNA
4Y	PKA	BET		0	CNA
4Y	PQS	BET		0	CNA
4Y	PTU	BET		0	CNA
4Y	TLT	BET		0	CNA
4Y	TNK	WWT		0	CNA
4Y	WNA	PKA		0	CNA
4Y	WTL	KKH		0	CNA
4Y	WWT	BET		0	CNA
5C	BOC	SJO		0	DHT
5C	DRK	SJO		0	DHT
5C	FON	XQP		0	DHT
5C	GLF	PJM		0	DHT
5C	LIR	SJO		0	DHT
5C	LIR	SYQ		0	DHT
5C	LIR	TNO		0	DHT
5C	MGA	SJO		0	DHT
5C	NOB	TMU		0	CNA
5C	PJM	SJO		0	DHT
5C	PMZ	SJO		0	CNA
5C	SJO	BOC		0	DHT
5C	SJO	DRK		0	DHT
5C	SJO	FON		0	DHT
5C	SJO	GLF		0	DHT
5C	SJO	MGA		0	DHT
5C	SJO	NOB		0	CNA
5C	SJO	PJM		0	DHT
5C	SJO	TMU		0	DHT
5C	SJO	TNO		0	DHT
5C	SJO	TTQ		0	CNA
5C	SJO	XQP		0	CNA DHT
5C	SYQ	LIR		0	DHT
5C	TMU	SJO		0	CNA DHT
5C	TNO	LIR		0	DHT
5C	TNO	SJO		0	DHT
5C	TTQ	SJO		0	CNA
5C	XQP	PMZ		0	CNA
5C	XQP	SJO		0	CNA DHT
5G	ACC	KMS		0	AT7
5G	KMS	ACC		0	AT7
5H	EDL	LOK		0	DH8
5H	EDL	NBO		0	DH8 CRJ
5H	JUB	NBO		0	CRJ
5H	KIS	EDL		0	CRJ
5H	KIS	NBO		0	CRJ CNA
5H	LAU	MYD		0	DH8
5H	LOK	EDL		0	DH8
5H	MBA	NBO		0	CRJ
5H	MBA	NBO		1	CRJ
5H	MBA	ZNZ		0	CRJ
5H	MYD	LAU		0	DH8
5H	MYD	NBO		0	DH8
5H	NBO	EDL		0	DH8 CRJ
5H	NBO	JUB		0	CRJ
5H	NBO	KIS		0	CRJ
5H	NBO	LOK		0	DH8
5H	NBO	MBA		0	CRJ
5H	NBO	MYD		0	DH8
5H	ZNZ	MBA		0	CRJ
5J	BCD	CEB		0	320 ATR
5J	BCD	CGY		0	ATR
5J	BCD	DVO		0	320
5J	BCD	MNL		0	320 319
5J	BKI	MNL		0	320
5J	BKK	MNL		0	320
5J	BWN	MNL		0	320
5J	BXU	CEB		0	319
5J	BXU	MNL		0	320
5J	CAN	MNL		0	320
5J	CBO	MNL		0	319 320
5J	CEB	BCD		0	320 ATR
5J	CEB	BXU		0	319
5J	CEB	CGM		0	ATR
5J	CEB	CGY		0	ATR 320 319
5J	CEB	CRK		0	319
5J	CEB	DGT		0	ATR
5J	CEB	DPL		0	ATR
5J	CEB	DVO		0	320 319
5J	CEB	GES		0	320
5J	CEB	HKG		0	320
5J	CEB	IAO		0	ATR
5J	CEB	ICN		0	320
5J	CEB	ILO		0	319 320
5J	CEB	KLO		0	320
5J	CEB	LGP		0	ATR
5J	CEB	MNL		0	319 320 330 ATR
5J	CEB	MPH		0	ATR
5J	CEB	OZC		0	ATR
5J	CEB	PAG		0	ATR
5J	CEB	PPS		0	320
5J	CEB	PUS		0	320
5J	CEB	SIN		0	320
5J	CEB	SUG		0	ATR
5J	CEB	TAC		0	ATR 319
5J	CEB	USU		0	ATR
5J	CEB	ZAM		0	319
5J	CGK	MNL		0	320
5J	CGM	CEB		0	ATR
5J	CGY	BCD		0	ATR
5J	CGY	CEB		0	320 ATR 319
5J	CGY	DVO		0	ATR
5J	CGY	ILO		0	319
5J	CGY	MNL		0	320 319
5J	CRK	CEB		0	319
5J	CRK	HKG		0	319
5J	CRK	MFM		0	319
5J	CRK	SIN		0	319
5J	CYZ	MNL		0	319
5J	DGT	CEB		0	ATR
5J	DGT	MNL		0	319
5J	DPL	CEB		0	ATR
5J	DPL	DVO		0	ATR
5J	DPL	MNL		0	320 319
5J	DPS	MNL		0	320
5J	DVO	BCD		0	320
5J	DVO	CEB		0	320 319
5J	DVO	CGY		0	ATR
5J	DVO	DPL		0	ATR
5J	DVO	ILO		0	320 319
5J	DVO	MNL		0	320 330
5J	DVO	PPS		0	319
5J	DVO	ZAM		0	319
5J	DXB	MNL		0	330
5J	GES	CEB		0	320
5J	GES	ILO		0	319
5J	GES	MNL		0	320
5J	HAN	MNL		0	319
5J	HKG	CEB		0	320
5J	HKG	CRK		0	319
5J	HKG	ILO		0	319
5J	HKG	MNL		0	320
5J	HKT	MNL		0	320
5J	IAO	CEB		0	ATR
5J	ICN	CEB		0	320
5J	ICN	KLO		0	320
5J	ICN	MNL		0	330
5J	ILO	CEB		0	319 320
5J	ILO	CGY		0	319
5J	ILO	DVO		0	320 319
5J	ILO	GES		0	319
5J	ILO	HKG		0	319
5J	ILO	MNL		0	320 319
5J	ILO	PPS		0	319
5J	ILO	SIN		0	319
5J	KIX	MNL		0	320
5J	KLO	CEB		0	320
5J	KLO	ICN		0	320
5J	KLO	MNL		0	320 ATR 319
5J	KUL	MNL		0	320
5J	LAO	MNL		0	319
5J	LGP	CEB		0	ATR
5J	LGP	MNL		0	320 319
5J	MFM	CRK		0	319
5J	MFM	MNL		0	319
5J	MNL	BCD		0	320 319
5J	MNL	BKI		0	320
5J	MNL	BKK		0	320
5J	MNL	BWN		0	320
5J	MNL	BXU		0	320
5J	MNL	CAN		0	320
5J	MNL	CBO		0	319 320
5J	MNL	CEB		0	319 320 330 ATR
5J	MNL	CGK		0	320
5J	MNL	CGY		0	320 319
5J	MNL	CYZ		0	319
5J	MNL	DGT		0	319
5J	MNL	DPL		0	320 319
5J	MNL	DPS		0	320
5J	MNL	DVO		0	320 330
5J	MNL	DXB		0	330
5J	MNL	GES		0	320
5J	MNL	HAN		0	319
5J	MNL	HKG		0	320
5J	MNL	HKT		0	320
5J	MNL	ICN		0	330
5J	MNL	ILO		0	320 319
5J	MNL	KIX		0	320
5J	MNL	KLO		0	320 ATR 319
5J	MNL	KUL		0	320
5J	MNL	LAO		0	319
5J	MNL	LGP		0	320 319
5J	MNL	MFM		0	319
5J	MNL	MPH		0	ATR
5J	MNL	NGO		0	320
5J	MNL	NRT		0	320
5J	MNL	OZC		0	320
5J	MNL	PAG		0	319 320
5J	MNL	PEK		0	320
5J	MNL	PPS		0	320 319
5J	MNL	PUS		0	320
5J	MNL	PVG		0	320
5J	MNL	REP		0	320
5J	MNL	RXS		0	320
5J	MNL	SGN		0	320
5J	MNL	SIN		0	330 320
5J	MNL	SJI		0	319
5J	MNL	TAC		0	320
5J	MNL	TAG		0	319
5J	MNL	TPE		0	320
5J	MNL	TUG		0	319
5J	MNL	USU		0	ATR
5J	MNL	VRC		0	319
5J	MNL	WNP		0	ATR
5J	MNL	XMN		0	320
5J	MNL	ZAM		0	320
5J	MPH	CEB		0	ATR
5J	MPH	MNL		0	ATR
5J	NGO	MNL		0	320
5J	NRT	MNL		0	320
5J	OZC	CEB		0	ATR
5J	OZC	MNL		0	320
5J	PAG	CEB		0	ATR
5J	PAG	MNL		0	319 320
5J	PEK	MNL		0	320
5J	PPS	CEB		0	320
5J	PPS	DVO		0	319
5J	PPS	ILO		0	319
5J	PPS	MNL		0	320 319
5J	PUS	CEB		0	320
5J	PUS	MNL		0	320
5J	PVG	MNL		0	320
5J	REP	MNL		0	320
5J	RXS	MNL		0	320
5J	SGN	MNL		0	320
5J	SIN	CEB		0	320
5J	SIN	CRK		0	319
5J	SIN	ILO		0	319
5J	SIN	MNL		0	320 330
5J	SJI	MNL		0	319
5J	SUG	CEB		0	ATR
5J	TAC	CEB		0	ATR 319
5J	TAC	MNL		0	320
5J	TAG	MNL		0	319
5J	TPE	MNL		0	320
5J	TUG	MNL		0	319
5J	USU	CEB		0	ATR
5J	USU	MNL		0	ATR
5J	VRC	MNL		0	319
5J	WNP	MNL		0	ATR
5J	XMN	MNL		0	320
5J	ZAM	CEB		0	319
5J	ZAM	DVO		0	319
5J	ZAM	MNL		0	320
5M	ANU	NEV		0	BNI
5M	NEV	ANU		0	BNI
5N	ARH	CSH	*	0	AN4
5N	ARH	LED		0	735
5N	ARH	MMK	*	0	AN4
5N	ARH	NNM		0	AT5
5N	ARH	NNM	*	0	AT5
5N	ARH	SVO		0	735
5N	ARH	USK	*	0	AN4
5N	CSH	ARH	*	0	AN4
5N	LED	ARH		0	735
5N	LED	MMK		0	735
5N	LED	SCW		0	735
5N	MMK	ARH	*	0	AN4
5N	MMK	LED		0	735
5N	MMK	SVO		0	735
5N	MMK	TOS	*	0	AN4
5N	NNM	ARH		0	AT5
5N	NNM	ARH	*	0	AT5
5N	SCW	LED		0	735
5N	SCW	SVO		0	735
5N	SVO	ARH		0	735
5N	SVO	MMK		0	735
5N	SVO	SCW		0	735
5N	TOS	MMK	*	0	AN4
5N	USK	ARH	*	0	AN4
5P	ANF	IQQ		0	737
5P	CCP	SCL		0	737
5P	IQQ	SCL		0	737
5P	SCL	ANF		0	737
5Q	AEP	MVD		0	AT7
5Q	AEP	PDP		0	AT7
5Q	ASU	MVD		0	AT7
5Q	CWB	MVD		0	AT7
5Q	EZE	MVD		0	AT7
5Q	GIG	MVD		0	AT7 319
5Q	GRU	MVD		0	AT7 319
5Q	MVD	AEP		0	AT7
5Q	MVD	ASU		0	AT7
5Q	MVD	CWB		0	AT7
5Q	MVD	EZE		0	AT7
5Q	MVD	GIG		0	AT7 319
5Q	MVD	GRU		0	319 AT7
5Q	MVD	POA		0	AT7
5Q	MVD	SCL		0	319
5Q	PDP	AEP		0	AT7
5Q	POA	MVD		0	AT7
5Q	SCL	MVD		0	319
5T	YBK	YCS	*	0	ATR
5T	YBK	YXN	*	0	ATR
5T	YCB	YCO		0	DH8 73M
5T	YCB	YYH		0	DH8
5T	YCB	YZF		0	DH8 73M
5T	YCO	YCB		0	DH8 73M
5T	YCO	YZF		0	DH8 73M
5T	YCS	YBK	*	0	AT4
5T	YCS	YRT	*	0	ATR AT4
5T	YCY	YFB		0	DH8
5T	YCY	YIO		0	DH8
5T	YEG	YZF		0	73M 733
5T	YEK	YXN	*	0	ATR AT4
5T	YEK	YYQ	*	0	ATR AT4
5T	YEV	YVQ		0	73M 733
5T	YFB	YCY		0	DH8
5T	YFB	YGT		0	BE1 DH8
5T	YFB	YOW		0	73M
5T	YFB	YRT		0	73M
5T	YFB	YTE		0	BE1 DH8
5T	YFB	YUX		0	BE1 DH8
5T	YFB	YXP		0	DH8
5T	YGT	YFB		0	DH8
5T	YGT	YIO		0	DH8
5T	YGT	YUX		0	DH8 BE1
5T	YHK	YYH		0	DH8
5T	YHK	YZF		0	DH8
5T	YIO	YCY		0	DH8
5T	YIO	YGT		0	DH8
5T	YOW	YFB		0	73M
5T	YRT	YBK	*	0	AT4
5T	YRT	YCS	*	0	ATR AT4
5T	YRT	YEK		1	ATR
5T	YRT	YEK	*	0	ATR AT4
5T	YRT	YFB		0	73M
5T	YRT	YUT	*	0	AT4
5T	YRT	YYQ	*	0	ATR FRJ AT4
5T	YRT	YZF		0	73M
5T	YRT	YZS	*	0	ATR AT4
5T	YTE	YFB		0	BE1 DH8
5T	YTH	YYQ	*	0	ATR
5T	YUX	YFB		0	DH8 BE1
5T	YUX	YGT		0	BE1 DH8
5T	YVM	YXP		0	DH8
5T	YVQ	YEV		0	73M 733
5T	YVQ	YZF		0	73M 733
5T	YWG	YRT	*	0	FRJ ATR
5T	YWG	YYQ	*	0	FRJ
5T	YXN	YRT	*	0	ATR AT4
5T	YXP	YFB		0	DH8
5T	YXP	YVM		0	DH8
5T	YYH	YCB		0	DH8
5T	YYH	YHK		0	DH8
5T	YYQ	YEK	*	0	ATR
5T	YYQ	YRT	*	0	ATR AT4 FRJ
5T	YYQ	YTH	*	0	AT4
5T	YYQ	YWG	*	0	ATR FRJ AT4
5T	YZF	YCB		0	DH8 73M
5T	YZF	YCO		0	DH8 73M
5T	YZF	YEG		0	73M 733
5T	YZF	YHK		0	DH8
5T	YZF	YRT		0	73M
5T	YZF	YVQ		0	73M 733
5T	YZF	YYH		0	DH8
5T	YZS	YRT	*	0	ATR
5T	YZS	YUT	*	0	AT4
5U	BZE	FRS		0	CNA
5U	FRS	BZE		0	CNA
5U	FRS	GUA		0	EMB SF3
5U	GUA	FRS		0	SF3 EMB
5U	GUA	SAP		0	SF3
5U	GUA	TGU		0	SF3
5U	RTB	GUA		0	SF3
5U	SAP	GUA		0	SF3
5U	TGU	GUA		0	SF3
5Z	CPT	PBZ		0	BEH
5Z	ELL	JNB		0	BEH
5Z	JNB	ELL		0	BEH
5Z	JNB	MGH		0	BEH
5Z	MGH	JNB		0	BEH
5Z	PBZ	CPT		0	BEH
5Z	PBZ	JNB		0	BEH
6E	AMD	BLR		0	320
6E	AMD	BOM		0	320
6E	AMD	CCU		0	320
6E	AMD	DEL		0	320
6E	AMD	GOI		0	320
6E	AMD	HYD		0	320
6E	AMD	JAI		0	320
6E	AMD	MAA		0	320
6E	AMD	PNQ		0	320
6E	BBI	BLR		0	320
6E	BBI	BOM		0	320
6E	BBI	CCU		0	320
6E	BBI	DEL		0	320
6E	BBI	HYD		0	320
6E	BBI	VTZ		0	320
6E	BDQ	BOM		0	320
6E	BDQ	DEL		0	320
6E	BKK	CCU		0	320
6E	BKK	DEL		0	320
6E	BLR	AMD		0	320
6E	BLR	BBI		0	320
6E	BLR	BOM		0	320
6E	BLR	CCU		0	320
6E	BLR	COK		0	320
6E	BLR	DEL		0	320
6E	BLR	GAU		0	320
6E	BLR	GOI		0	320
6E	BLR	HYD		0	320
6E	BLR	JAI		0	320
6E	BLR	LKO		0	320
6E	BLR	MAA		0	320
6E	BLR	NAG		0	320
6E	BLR	PNQ		0	320
6E	BLR	TRV		0	320
6E	BLR	VTZ		0	320
6E	BOM	AMD		0	320
6E	BOM	BBI		0	320
6E	BOM	BDQ		0	320
6E	BOM	BLR		0	320
6E	BOM	CCU		0	320
6E	BOM	CJB		0	320
6E	BOM	COK		0	320
6E	BOM	DEL		0	320
6E	BOM	DXB		0	320
6E	BOM	GAU		0	320
6E	BOM	GOI		0	320
6E	BOM	HYD		0	320
6E	BOM	IDR		0	320
6E	BOM	IXC		0	320
6E	BOM	IXJ		0	320
6E	BOM	JAI		0	320
6E	BOM	LKO		0	320
6E	BOM	MAA		0	320
6E	BOM	MCT		0	320
6E	BOM	NAG		0	320
6E	BOM	PAT		0	320
6E	BOM	SXR		0	320
6E	BOM	TRV		0	320
6E	CCU	AMD		0	320
6E	CCU	BBI		0	320
6E	CCU	BKK		0	320
6E	CCU	BLR		0	320
6E	CCU	BOM		0	320
6E	CCU	DEL		0	320
6E	CCU	DIB		0	320
6E	CCU	GAU		0	320
6E	CCU	HYD		0	320
6E	CCU	IMF		0	320
6E	CCU	IXA		0	320
6E	CCU	IXB		0	320
6E	CCU	IXR		0	320
6E	CCU	JAI		0	320
6E	CCU	MAA		0	320
6E	CCU	NAG		0	320
6E	CCU	PAT		0	320
6E	CCU	PNQ		0	320
6E	CCU	RPR		0	320
6E	CJB	BOM		0	320
6E	CJB	DEL		0	320
6E	CJB	MAA		0	320
6E	COK	BLR		0	320
6E	COK	BOM		0	320
6E	COK	DEL		0	320
6E	COK	DXB		0	320
6E	COK	HYD		0	320
6E	COK	MAA		0	320
6E	COK	TRV		0	320
6E	DEL	AMD		0	320
6E	DEL	BBI		0	320
6E	DEL	BDQ		0	320
6E	DEL	BKK		0	320
6E	DEL	BLR		0	320
6E	DEL	BOM		0	320
6E	DEL	CCU		0	320
6E	DEL	CJB		0	320
6E	DEL	COK		0	320
6E	DEL	DIB		0	320
6E	DEL	DXB		0	320
6E	DEL	GAU		0	320
6E	DEL	GOI		0	320
6E	DEL	HYD		0	320
6E	DEL	IDR		0	320
6E	DEL	IXB		0	320
6E	DEL	IXJ		0	320
6E	DEL	IXR		0	320
6E	DEL	KTM		0	320
6E	DEL	LKO		0	320
6E	DEL	MAA		0	320
6E	DEL	NAG		0	320
6E	DEL	PAT		0	320
6E	DEL	PNQ		0	320
6E	DEL	RPR		0	320
6E	DEL	SXR		0	320
6E	DEL	VNS		0	320
6E	DIB	CCU		0	320
6E	DIB	GAU		0	320
6E	DXB	BOM		0	320
6E	DXB	COK		0	320
6E	DXB	DEL		0	320
6E	DXB	HYD		0	320
6E	DXB	MAA		0	320
6E	DXB	TRV		0	320
6E	GAU	BLR		0	320
6E	GAU	BOM		0	320
6E	GAU	CCU		0	320
6E	GAU	DEL		0	320
6E	GAU	IMF		0	320
6E	GAU	IXA		0	320
6E	GAU	IXB		0	320
6E	GOI	AMD		0	320
6E	GOI	BLR		0	320
6E	GOI	BOM		0	320
6E	GOI	DEL		0	320
6E	GOI	HYD		0	320
6E	HYD	AMD		0	320
6E	HYD	BBI		0	320
6E	HYD	BLR		0	320
6E	HYD	BOM		0	320
6E	HYD	CCU		0	320
6E	HYD	COK		0	320
6E	HYD	DEL		0	320
6E	HYD	DXB		0	320
6E	HYD	GOI		0	320
6E	HYD	JAI		0	320
6E	HYD	MAA		0	320
6E	HYD	PNQ		0	320
6E	HYD	RPR		0	320
6E	HYD	VTZ		0	320
6E	IDR	BOM		0	320
6E	IDR	DEL		0	320
6E	IDR	NAG		0	320
6E	IDR	RPR		0	320
6E	IMF	CCU		0	320
6E	IMF	GAU		0	320
6E	IMF	IXA		0	320
6E	IXA	CCU		0	320
6E	IXA	GAU		0	320
6E	IXA	IMF		0	320
6E	IXB	CCU		0	320
6E	IXB	DEL		0	320
6E	IXB	GAU		0	320
6E	IXC	BOM		0	320
6E	IXJ	DEL		0	320
6E	IXJ	SXR		0	320
6E	IXR	BOM		0	320
6E	IXR	CCU		0	320
6E	IXR	DEL		0	320
6E	IXR	PAT		0	320
6E	JAI	AMD		0	320
6E	JAI	BLR		0	320
6E	JAI	BOM		0	320
6E	JAI	CCU		0	320
6E	JAI	HYD		0	320
6E	KTM	DEL		0	320
6E	LKO	BLR		0	320
6E	LKO	BOM		0	320
6E	LKO	DEL		0	320
6E	LKO	PAT		0	320
6E	MAA	AMD		0	320
6E	MAA	BLR		0	320
6E	MAA	BOM		0	320
6E	MAA	CCU		0	320
6E	MAA	CJB		0	320
6E	MAA	COK		0	320
6E	MAA	DEL		0	320
6E	MAA	DXB		0	320
6E	MAA	HYD		0	320
6E	MAA	PNQ		0	320
6E	MAA	SIN		0	320
6E	MAA	TRV		0	320
6E	MAA	VTZ		0	320
6E	MCT	BOM		0	320
6E	NAG	BLR		0	320
6E	NAG	BOM		0	320
6E	NAG	CCU		0	320
6E	NAG	DEL		0	320
6E	NAG	IDR		0	320
6E	NAG	PNQ		0	320
6E	PAT	CCU		0	320
6E	PAT	DEL		0	320
6E	PAT	IXR		0	320
6E	PAT	LKO		0	320
6E	PNQ	AMD		0	320
6E	PNQ	BLR		0	320
6E	PNQ	CCU		0	320
6E	PNQ	DEL		0	320
6E	PNQ	HYD		0	320
6E	PNQ	MAA		0	320
6E	PNQ	NAG		0	320
6E	RPR	CCU		0	320
6E	RPR	DEL		0	320
6E	RPR	HYD		0	320
6E	RPR	IDR		0	320
6E	SIN	MAA		0	320
6E	SXR	BOM		0	320
6E	SXR	DEL		0	320
6E	SXR	IXJ		0	320
6E	TRV	BLR		0	320
6E	TRV	BOM		0	320
6E	TRV	COK		0	320
6E	TRV	DXB		0	320
6E	TRV	MAA		0	320
6E	VNS	DEL		0	320
6E	VTZ	BBI		0	320
6E	VTZ	BLR		0	320
6E	VTZ	HYD		0	320
6E	VTZ	MAA		0	320
6H	ETH	SDV		0	AT4
6H	ETH	TLV		0	320
6H	FCO	TLV		0	320
6H	NCE	TLV		0	320
6H	SDV	ETH		0	AT4
6H	SXF	TLV		0	320
6H	TBS	TLV		0	320
6H	TLV	ETH		0	320
6H	TLV	FCO		0	320
6H	TLV	NCE		0	320
6H	TLV	SXF		0	320
6H	TLV	TBS		0	320
6I	CPH	SGD		0	AT7
6I	SGD	CPH		0	AT7
6L	YEV	YHI		0	DHT
6L	YEV	YPC		0	DHT
6L	YEV	YSY		0	DHT
6L	YEV	YUB		0	DHT
6L	YEV	ZFM		0	DHT
6L	YHI	YEV		0	DHT
6L	YHI	YSY		0	DHT
6L	YPC	YEV		0	DHT
6L	YSY	YEV		0	DHT
6L	YSY	YHI		0	DHT
6L	YUB	YEV		0	DHT
6L	ZFM	YEV		0	DHT
6R	DME	KRR		0	738 73G
6R	DME	LED		0	738
6R	DME	MJZ		0	738
6R	DME	PYJ		0	TU5
6R	IKT	MJZ		0	738
6R	IKT	ULK		0	AN4
6R	KJA	MJZ		0	TU3
6R	KRR	DME		0	738 73G
6R	KRR	OVB		0	738
6R	LED	DME		0	738
6R	LED	OVB		0	738
6R	MJZ	DME		0	738
6R	MJZ	IKT		0	738
6R	MJZ	KJA		0	TU3
6R	MJZ	OVB		0	TU5 738
6R	MJZ	PYJ		0	AN4
6R	MJZ	YKS		0	TU3 AN4
6R	OVB	KRR		0	738
6R	OVB	LED		0	738
6R	OVB	MJZ		0	TU5 738
6R	OVB	PYJ		0	TU5
6R	PYJ	DME		0	TU5
6R	PYJ	MJZ		0	AN4
6R	PYJ	OVB		0	TU5
6R	PYJ	YKS		0	AN4
6R	ULK	IKT		0	AN4
6R	ULK	YKS		0	AN4
6R	YKS	MJZ		0	TU3 AN4
6R	YKS	PYJ		0	AN4
6R	YKS	ULK		0	AN4
6T	AKY	RGN		0	ATR
6T	AKY	SNW		0	ATR
6T	HEH	MDL		0	ATR
6T	HEH	RGN		0	ATR
6T	KAW	MGZ		0	ATR
6T	MDL	HEH		0	ATR
6T	MDL	NYU		0	ATR
6T	MDL	THL		0	ATR
6T	MGZ	KAW		0	ATR
6T	MGZ	TVY		0	ATR
6T	NYU	MDL		0	ATR
6T	NYU	RGN		0	ATR
6T	RGN	AKY		0	ATR
6T	RGN	HEH		0	ATR
6T	RGN	NYU		0	ATR
6T	RGN	SNW		0	ATR
6T	RGN	TVY		0	ATR
6T	SNW	AKY		0	ATR
6T	SNW	RGN		0	ATR
6T	THL	MDL		0	ATR
6T	TVY	MGZ		0	ATR
6T	TVY	RGN		0	ATR
6W	DME	RTW		0	YK2 E90
6W	EVN	RTW		0	YK2
6W	MRV	RTW		0	YK2
6W	PRG	RTW		0	E90
6W	RTW	DME		0	E90 YK2
6W	RTW	EVN		0	YK2
6W	RTW	MRV		0	YK2
6W	RTW	PRG		0	E90
6W	RTW	SVX		0	YK2
6W	SVX	RTW		0	YK2
6Y	RIX	TFS		0	320
6Y	TFS	RIX		0	320
7C	BKK	ICN		0	737
7C	BKK	PUS		0	737
7C	CEB	ICN		0	737
7C	CEB	PUS		0	737
7C	CJJ	CJU		0	737
7C	CJU	CJJ		0	737
7C	CJU	GMP		0	737
7C	CJU	PUS		0	737
7C	FUK	ICN		0	737
7C	GMP	CJU		0	737 738
7C	GMP	KIX		0	737
7C	GMP	NGO		0	737
7C	GUM	ICN		0	737
7C	HKG	ICN		0	737
7C	ICN	BKK		0	737
7C	ICN	CEB		0	737
7C	ICN	FUK		0	737
7C	ICN	GUM		0	737
7C	ICN	HKG		0	737
7C	ICN	KIX		0	737
7C	ICN	MNL		0	737
7C	ICN	NGO		0	737
7C	ICN	NRT		0	737
7C	ICN	TAO		0	737
7C	KIX	GMP		0	737
7C	KIX	ICN		0	737
7C	MNL	ICN		0	737
7C	NGO	GMP		0	737
7C	NGO	ICN		0	737
7C	NRT	ICN		0	737
7C	PUS	BKK		0	737
7C	PUS	CJU		0	737
7C	TAO	ICN		0	737
7E	GWT	HAM		0	CNA
7E	HAM	GWT		0	CNA
7F	YAB	YFB		0	AT4
7F	YAB	YRB		0	AT4
7F	YBK	YRT		0	AT4
7F	YBK	YUT		0	AT4
7F	YCB	YCO		0	AT7
7F	YCB	YHK		0	AT7
7F	YCB	YZF		0	AT7 73M
7F	YCO	YCB		0	AT7
7F	YCO	YHI		0	AT7
7F	YCO	YZF		0	AT7
7F	YCS	YRT		0	AT4
7F	YCS	YZS		0	AT4
7F	YCY	YFB		0	AT4
7F	YCY	YIO		0	AT4
7F	YEG	YZF		0	73M 737
7F	YEK	YRT		0	AT4
7F	YEK	YXN		0	AT4
7F	YEV	YVQ		0	73M
7F	YFB	YAB		0	AT4
7F	YFB	YCY		0	AT4
7F	YFB	YGT		0	AT4
7F	YFB	YLC	*	0	DHT
7F	YFB	YOW		0	73M
7F	YFB	YRT		0	73M
7F	YFB	YTE		0	AT4
7F	YFB	YUX		0	AT4
7F	YFB	YVP		0	73M
7F	YFB	YXP		0	AT4
7F	YFS	YZF		0	AT4 AT7
7F	YGT	YFB		0	AT4
7F	YGT	YUX		0	AT4
7F	YHI	YCO		0	AT7
7F	YHK	YCB		0	AT7
7F	YHK	YYH		0	AT7
7F	YHK	YYH		1	AT7
7F	YHY	YZF		0	AT4 AT7
7F	YIO	YCY		0	AT4
7F	YLC	YFB	*	0	DHT
7F	YOW	YFB		0	73M
7F	YRB	YAB		0	AT4
7F	YRT	YBK		0	AT4
7F	YRT	YCS		0	AT4
7F	YRT	YEK		0	AT4
7F	YRT	YFB		0	73M
7F	YRT	YWG		0	73M AT4
7F	YRT	YXN		0	AT4
7F	YRT	YZF		0	73M
7F	YTE	YFB		0	AT4
7F	YTE	YZS		0	AT4
7F	YUL	YVP		0	73M
7F	YUT	YBK		0	AT4
7F	YUX	YFB		0	AT4
7F	YUX	YGT		0	AT4
7F	YVM	YXP		0	AT4
7F	YVP	YFB		0	73M
7F	YVP	YUL		0	73M
7F	YVQ	YEV		0	73M
7F	YVQ	YZF		0	73M
7F	YWG	YRT		0	73M AT4
7F	YXN	YEK		0	AT4
7F	YXN	YRT		0	AT4
7F	YXP	YFB		0	AT4
7F	YXP	YVM		0	AT4
7F	YYH	YHK		0	AT7
7F	YYH	YHK		1	AT7
7F	YYH	YZF		0	AT7
7F	YZF	YCB		0	73M AT7
7F	YZF	YCO		0	AT7
7F	YZF	YEG		0	73M 737
7F	YZF	YFS		0	AT4 AT7
7F	YZF	YHK		0	AT7 AT4
7F	YZF	YHY		0	AT4 AT7
7F	YZF	YRT		0	73M
7F	YZF	YVQ		0	73M
7F	YZS	YCS		0	AT4
7F	YZS	YTE		0	AT4
7G	FUK	HND		0	320
7G	HND	FUK		0	320
7G	HND	KIX		0	320
7G	HND	KKJ		0	320
7G	KIX	HND		0	320
7G	KKJ	HND		0	320
7H	ABL	OTZ	*	0	CNC
7H	ABL	SHG	*	0	CNC
7H	ADQ	ANC		0	DH8 BE1
7H	AIN	ATK	*	0	CNC
7H	AIN	BRW	*	0	BE1 CNC
7H	AKI	KKI	*	0	CNA
7H	AKI	TLT	*	0	CNA
7H	ANC	ADQ		0	DH8 BE1
7H	ANC	ANI		0	BE1 DH8
7H	ANC	BET		0	DH8
7H	ANC	CDV		0	BE1
7H	ANC	ENA		0	BE1 DH8
7H	ANC	FAI		0	DH8 BE1
