# airline	from	to	codeshare	stops	equipment
# Date: 2014-06-28
3U	MIG	LJG		0	319
3U	MIG	NKG		0	319
3U	MIG	SYX		0	320
3U	MIG	XNN		0	320
3U	NGB	CKG		0	319
3U	NGB	HAK		0	321
3U	NGB	HRB		0	321
3U	NGB	KHN		0	321
3U	NGB	KMG		0	320
3U	NGB	SHE		0	321
3U	NGB	SYX		0	321
3U	NKG	CGQ		0	320
3U	NKG	CKG		0	319
3U	NKG	CTU		0	319 320
3U	NKG	DYG		0	319
3U	NKG	HRB		0	319
3U	NKG	KMG		0	320
3U	NKG	MIG		0	319
3U	NKG	SYX		0	320
3U	NNG	CKG		0	319
3U	NNG	CTU		0	319 320
3U	NNG	SGN		0	320
3U	NNG	WUH		0	321
3U	NTG	WUH		0	319
3U	NZH	HRB		0	321
3U	PEK	CKG		0	319 321 320
3U	PEK	CTU		0	321 320 330
3U	PEK	WXN		0	320
3U	PEK	ZHY		0	320
3U	PVG	CKG		0	320 319
3U	PVG	CTU		0	330 321
3U	PVG	SPN		0	330
3U	PZI	CKG		0	319
3U	PZI	CTU		0	319
3U	SGN	NNG		0	320
3U	SHE	CSX		0	320
3U	SHE	CTU		0	330
3U	SHE	DSN		0	319
3U	SHE	NGB		0	321
3U	SHE	TYN		0	321
3U	SHE	XUZ		0	320
3U	SHE	YVR		0	330
3U	SJW	CTU		0	320
3U	SJW	HRB		0	321
3U	SJW	KWL		0	321
3U	SPN	CAN		0	330
3U	SPN	PVG		0	330
3U	SWA	CKG		0	319
3U	SYD	CKG		0	330
3U	SYX	CKG		0	320
3U	SYX	CTU		0	321
3U	SYX	KWE		0	321
3U	SYX	KWL		0	320
3U	SYX	MIG		0	320
3U	SYX	NGB		0	321
3U	SYX	NKG		0	320
3U	SYX	TNA		0	321
3U	SYX	WNZ		0	321
3U	SYX	YBP		0	319
3U	SZX	CKG		0	320
3U	SZX	CTU		0	320 321
3U	SZX	WXN		0	319
3U	TAO	CTU		0	321
3U	TAO	KMG		0	320
3U	TNA	CGQ		0	321
3U	TNA	CKG		0	321
3U	TNA	CTU		0	321
3U	TNA	DLC		0	321
3U	TNA	HRB		0	320 321
3U	TNA	KMG		0	320
3U	TNA	SYX		0	321
3U	TNA	XIY		0	320
3U	TPE	KMG		0	320
3U	TSA	CKG		0	320
3U	TSA	CTU		0	320
3U	TSN	CGQ		0	320 319
3U	TSN	CKG		0	319
3U	TSN	CTU		0	321
3U	TSN	HGH		0	320
3U	TSN	HRB		0	321
3U	TSN	LHW		0	321
3U	TVS	TYN		0	319
3U	TYN	CKG		0	321
3U	TYN	CTU		0	319
3U	TYN	DAT		0	319
3U	TYN	HGH		0	320
3U	TYN	SHE		0	321
3U	TYN	TVS		0	319
3U	URC	CGO		0	320
3U	URC	CKG		0	320
3U	URC	CTU		0	319 330
3U	URC	KHG		0	319
3U	URC	XIY		0	319
3U	UYN	XIY		0	319
3U	WNZ	CSX		0	319
3U	WNZ	CTU		0	320
3U	WNZ	HRB		0	321
3U	WNZ	KWE		0	320
3U	WNZ	SYX		0	321
3U	WUH	CKG		0	319
3U	WUH	CTU		0	319
3U	WUH	HRB		0	321
3U	WUH	JJN		0	319
3U	WUH	NNG		0	321
3U	WUH	NTG		0	319
3U	WUX	CKG		0	319
3U	WUX	CTU		0	320
3U	WXN	CTU		0	319
3U	WXN	KMG		0	320
3U	WXN	PEK		0	320
3U	WXN	SZX		0	319
3U	XIC	CTU		0	320
3U	XIY	BHY		0	321
3U	XIY	CKG		0	319
3U	XIY	CTU		0	320 319
3U	XIY	FOC		0	319
3U	XIY	GXH		0	319
3U	XIY	HRB		0	321
3U	XIY	KMG		0	320
3U	XIY	LXA		0	319
3U	XIY	LYI		0	319 320
3U	XIY	TNA		0	320
3U	XIY	URC		0	319
3U	XIY	UYN		0	319
3U	XIY	XMN		0	319
3U	XIY	XNN		0	319
3U	XIY	YBP		0	319
3U	XMN	CSX		0	321
3U	XMN	CTU		0	320
3U	XMN	CZX		0	321
3U	XMN	KMG		0	320
3U	XMN	KOW		0	320
3U	XMN	XIY		0	319
3U	XNN	CKG		0	320
3U	XNN	CTU		0	320
3U	XNN	LXA		0	319
3U	XNN	MIG		0	320
3U	XNN	XIY		0	319
3U	XNN	ZHY		0	320
3U	XUZ	CTU		0	320
3U	XUZ	DLC		0	320
3U	XUZ	HRB		0	320 321
3U	XUZ	KMG		0	320
3U	XUZ	KWE		0	321
3U	XUZ	SHE		0	320
3U	YBP	SYX		0	319
3U	YBP	XIY		0	319
3U	YIH	CKG		0	319
3U	YIH	CTU		0	320
3U	YIH	HKG		0	320
3U	YTY	CTU		0	319
3U	YVR	SHE		0	330
3U	ZHA	CKG		0	319
3U	ZHA	HKG		0	319
3U	ZHY	PEK		0	320
3U	ZHY	XNN		0	320
3U	ZUH	CZX		0	320
3U	ZUH	HAK		0	320
4B	LAS	LAX		0	PL2
4B	LAX	LAS		0	PL2
4D	CAI	TLV		0	E70
4D	TLV	CAI		0	E70
4E	MCG	NIB		0	PAG
4E	MCG	TCT		0	PAG
4E	NIB	MCG		0	PAG
4E	TCT	TLJ		0	PAG
4E	TLJ	MCG		0	PAG
4G	EYK	VKO		0	YK2
4G	NCU	VKO		0	73G
4G	NUX	TJM		0	TU5
4G	NUX	UFA		0	TU5
4G	NUX	VKO		0	73G TU5
4G	NYM	OVS		0	YK4
4G	NYM	VKO		0	73G
4G	OVS	NYM		0	YK4
4G	OVS	SVX		0	YK4
4G	OVS	VKO		0	YK2
4G	SVX	OVS		0	YK4
4G	TJM	NUX		0	TU5
4G	UCT	VKO		0	YK2
4G	UFA	NUX		0	TU5
4G	VKO	EYK		0	YK2
4G	VKO	NCU		0	73G
4G	VKO	NUX		0	73G TU5
4G	VKO	NYM		0	73G
4G	VKO	OVS		0	YK2
4G	VKO	UCT		0	YK2
4H	BKK	DAC		0	AT7
4H	BZL	DAC		0	DH8
4H	CCU	CGP		0	AT7
4H	CCU	DAC		0	AT7
4H	CGP	CCU		0	AT7
4H	CGP	DAC		0	DH8
4H	CGP	MCT		0	313
4H	CXB	DAC		0	DH8
4H	DAC	BKK		0	AT7
4H	DAC	BZL		0	DH8
4H	DAC	CCU		0	AT7
4H	DAC	CGP		0	DH8
4H	DAC	CXB		0	DH8
4H	DAC	DXB		0	313
4H	DAC	JED		0	313
4H	DAC	JSR		0	DH8
4H	DAC	KTM		0	AT7
4H	DAC	KUL		0	AT7
4H	DAC	MCT		0	313
4H	DAC	SPD		0	DH8
4H	DAC	ZYL		0	313
4H	DXB	DAC		0	313
4H	JED	DAC		0	313
4H	JSR	DAC		0	DH8
4H	KTM	DAC		0	AT7
4H	KUL	DAC		0	AT7
4H	MCT	CGP		0	313
4H	MCT	DAC		0	313
4H	RJH	DAC		0	DH8
4H	SPD	DAC		0	DH8
4H	SPD	RJH		0	DH8
4H	ZYL	DAC		0	313
4K	YGZ	YRB		0	DHT
4K	YRB	YGZ		0	DHT
4M	DFW	EZE	*	0	777
4M	EZE	DFW	*	0	777
4M	EZE	JFK	*	0	777
4M	EZE	MIA		0	777 763
4M	EZE	PUJ		0	763
4M	JFK	EZE	*	0	777
4M	MIA	EZE		0	777 763
4M	MIA	PUJ		0	763
4M	PUJ	EZE		0	763
4M	PUJ	MIA		0	763
4N	YEG	YXY		0	737
4N	YLW	YVR		0	737
4N	YLW	YXY		0	737
4N	YOW	YZF		0	737
4N	YVR	YLW		0	737
4N	YVR	YXY		0	737
4N	YXY	YLW		0	737
4N	YXY	YVR		0	737
4N	YXY	YYC		0	737
4N	YXY	YZF		0	737
4N	YYC	YEG		0	737
4N	YZF	YOW		0	737
4N	YZF	YXY		0	737
4O	ACA	MEX		0	320
4O	ACA	TLC		0	320
4O	AGU	MEX		0	SU9
4O	BOG	MEX		0	320
4O	CEN	MEX		0	320
4O	CJS	MEX		0	320
4O	CME	MEX		0	320
4O	CPE	MEX		0	SU9
4O	CTM	MEX		0	320
4O	CUL	MEX		0	320
4O	CUN	MEX		0	320
4O	CUN	MTY		0	320
4O	CUN	TLC		0	320
4O	CUU	MEX		0	320
4O	CZM	MEX		0	320
4O	GDL	MEX		0	320
4O	GDL	MTY		0	320
4O	GDL	SAT		0	320
4O	GDL	SJD		0	320
4O	GDL	SNA		0	320
4O	GDL	TIJ		0	320
4O	GUA	MEX		0	320
4O	HAV	MEX		0	320
4O	HMO	MEX		0	320
4O	HUX	MEX		0	320
4O	JFK	MEX		0	320
4O	LAP	MEX		0	SU9
4O	LAS	MTY		0	320
4O	LAS	TLC		0	320
4O	MEX	ACA		0	320
4O	MEX	AGU		0	SU9
4O	MEX	BOG		0	320
4O	MEX	CEN		0	320
4O	MEX	CJS		0	320
4O	MEX	CME		0	320
4O	MEX	CPE		0	SU9
4O	MEX	CTM		0	320
4O	MEX	CUL		0	320
4O	MEX	CUN		0	320
4O	MEX	CUU		0	320
4O	MEX	CZM		0	320
4O	MEX	GDL		0	320
4O	MEX	GUA		0	320
4O	MEX	HAV		0	320
4O	MEX	HMO		0	320
4O	MEX	HUX		0	320
4O	MEX	JFK		0	320
4O	MEX	LAP		0	SU9
4O	MEX	MIA		0	320
4O	MEX	MID		0	320
4O	MEX	MTT		0	SU9
4O	MEX	MTY		0	320
4O	MEX	MZT		0	SU9
4O	MEX	OAX		0	320
4O	MEX	PQM		0	SU9
4O	MEX	PVR		0	320
4O	MEX	REX		0	SU9
4O	MEX	SAT		0	320
4O	MEX	SJD		0	320
4O	MEX	SJO		0	320
4O	MEX	SNA		0	320
4O	MEX	TAM		0	320
4O	MEX	TGZ		0	320
4O	MEX	TIJ		0	320
4O	MEX	TRC		0	SU9
4O	MEX	VER		0	320
4O	MEX	VSA		0	320
4O	MEX	ZCL		0	SU9
4O	MEX	ZIH		0	320
4O	MEX	ZLO		0	SU9
4O	MIA	MEX		0	320
4O	MID	MEX		0	320
4O	MTT	MEX		0	SU9
4O	MTY	CUN		0	320
4O	MTY	GDL		0	320
4O	MTY	LAS		0	320
4O	MTY	MEX		0	320
4O	MTY	SAT		0	320
4O	MTY	TLC		0	320
4O	MZT	MEX		0	SU9
4O	OAX	MEX		0	320
4O	PQM	MEX		0	SU9
4O	PVR	MEX		0	320
4O	PVR	TLC		0	320
4O	REX	MEX		0	SU9
4O	SAT	GDL		0	320
4O	SAT	MEX		0	320
4O	SAT	MTY		0	320
4O	SAT	TLC		0	320
4O	SJD	GDL		0	320
4O	SJD	MEX		0	320
4O	SJD	TLC		0	320
4O	SJO	MEX		0	320
4O	SNA	GDL		0	320
4O	SNA	MEX		0	320
4O	TAM	MEX		0	320
4O	TGZ	MEX		0	320
4O	TIJ	GDL		0	320
4O	TIJ	MEX		0	320
4O	TLC	ACA		0	320
4O	TLC	CUN		0	320
4O	TLC	LAS		0	320
4O	TLC	MTY		0	320
4O	TLC	PVR		0	320
4O	TLC	SAT		0	320
4O	TLC	SJD		0	320
4O	TLC	ZIH		0	320
4O	TRC	MEX		0	SU9
4O	VER	MEX		0	320
4O	VSA	MEX		0	320
4O	ZCL	MEX		0	SU9
4O	ZIH	MEX		0	320
4O	ZIH	TLC		0	320
4O	ZLO	MEX		0	SU9
4Q	DEL	HEA		0	320
4Q	DEL	KBL		0	320
4Q	DXB	KBL		0	319
4Q	HEA	DEL		0	320
4Q	HEA	ISB		0	319
4Q	HEA	KBL		0	319 320
4Q	ISB	HEA		0	319
4Q	ISB	KBL		0	319
4Q	KBL	DEL		0	320
4Q	KBL	DXB		0	319
4Q	KBL	HEA		0	319 320
4Q	KBL	ISB		0	319
4Q	KBL	MZR		0	319
4Q	MZR	KBL		0	319
4T	AYT	ZRH		0	320
4T	BSL	HRG		0	320
4T	HRG	BSL		0	320
4T	HRG	ZRH		0	320
4T	PRN	ZRH		0	320
4T	RMF	ZRH		0	320
4T	SKP	ZRH		0	320
4T	ZRH	AYT		0	320
4T	ZRH	HRG		0	320
4T	ZRH	PRN		0	320
4T	ZRH	RMF		0	320
4T	ZRH	SKP		0	320
4U	AGP	STR		0	320 319
4U	AGP	TXL		0	319
4U	ALG	CGN		0	319
4U	AMS	HAM		0	CRJ
4U	AOI	DUS		0	CRJ
4U	AOI	TXL		0	CRJ
4U	ARN	CGN		0	CRJ
4U	ARN	DUS		0	CRJ
4U	ARN	HAM		0	CRJ
4U	ATH	CGN		0	319
4U	ATH	STR		0	319
4U	AYT	CGN		0	320
4U	BCN	CGN		0	320 319
4U	BCN	DUS		0	320 319
4U	BCN	HAJ		0	319
4U	BCN	HAM		0	319
4U	BCN	STR		0	319 320
4U	BDS	STR		0	319
4U	BEG	STR		0	319
4U	BGO	HAM		0	CRJ
4U	BHX	HAM		0	CRJ
4U	BHX	TXL		0	319
4U	BIA	CGN		0	319
4U	BIA	DUS		0	320
4U	BIA	HAM		0	CRJ
4U	BIA	STR		0	319
4U	BIA	TXL		0	320
4U	BIO	DUS		0	CRJ
4U	BIO	STR		0	CRJ 319
4U	BLQ	CGN		0	319
4U	BLQ	TXL		0	319
4U	BRE	STR		0	319 CRJ
4U	BRI	CGN		0	319
4U	BRI	DUS		0	CRJ
4U	BRI	STR		0	319
4U	BRU	STR		0	319 CRJ
4U	BSL	DUS		0	CRJ
4U	BUD	CGN		0	319 320 CRJ
4U	BUD	HAM		0	CRJ
4U	BUD	STR		0	319 CRJ
4U	CAG	CGN		0	319
4U	CAG	DUS		0	CRJ
4U	CAG	STR		0	319
4U	CDG	HAM		0	319 CRJ
4U	CFU	CGN		0	320 319
4U	CFU	DRS		0	319
4U	CFU	STR		0	319
4U	CGN	ALG		0	319
4U	CGN	ARN		0	CRJ
4U	CGN	ATH		0	319
4U	CGN	AYT		0	320
4U	CGN	BCN		0	320 319
4U	CGN	BIA		0	319
4U	CGN	BLQ		0	319
4U	CGN	BRI		0	319
4U	CGN	BUD		0	319 320 CRJ
4U	CGN	CAG		0	319
4U	CGN	CFU		0	320 319
4U	CGN	CLY		0	319
4U	CGN	CTA		0	319
4U	CGN	DBV		0	319
4U	CGN	DRS		0	319 CRJ
4U	CGN	DUB		0	319
4U	CGN	EDI		0	319
4U	CGN	FAO		0	319 320
4U	CGN	FCO		0	319 320
4U	CGN	FDH		0	319 CRJ
4U	CGN	HAM		0	319 CRJ
4U	CGN	HDF		0	CRJ
4U	CGN	HER		0	320 319
4U	CGN	IBZ		0	320 319
4U	CGN	JMK		0	319
4U	CGN	JTR		0	319
4U	CGN	KGS		0	319
4U	CGN	KLU		0	CRJ
4U	CGN	KVA		0	319 320
4U	CGN	LEJ		0	CRJ 319 320
4U	CGN	LHR		0	319 320
4U	CGN	LIS		0	319 320
4U	CGN	LPA		0	319
4U	CGN	MAN		0	319
4U	CGN	MXP		0	319 CRJ
4U	CGN	NAP		0	319 320
4U	CGN	NCE		0	319 320
4U	CGN	NDR		0	319
4U	CGN	OLB		0	319
4U	CGN	PMI		0	320 319
4U	CGN	PMO		0	319 CRJ
4U	CGN	PRG		0	319 320 CRJ
4U	CGN	PSA		0	319
4U	CGN	PUY		0	319 CRJ
4U	CGN	RAK		0	319
4U	CGN	RHO		0	320
4U	CGN	RJK		0	319
4U	CGN	RLG		0	319
4U	CGN	SAW		0	319 320
4U	CGN	SJJ		0	319
4U	CGN	SKG		0	319 320
4U	CGN	SPU		0	319
4U	CGN	STN		0	319
4U	CGN	SUF		0	319
4U	CGN	SZG		0	319
4U	CGN	TLV		0	319 320
4U	CGN	TUN		0	319
4U	CGN	TXL		0	319 320
4U	CGN	VCE		0	320 319
4U	CGN	VIE		0	319 320
4U	CGN	VRN		0	319
4U	CGN	WAW		0	CRJ
4U	CGN	XRY		0	319
4U	CGN	ZAD		0	319
4U	CGN	ZAG		0	CRJ 319
4U	CGN	ZRH		0	320 319
4U	CLY	CGN		0	319
4U	CTA	CGN		0	319
4U	CTA	DUS		0	CRJ
4U	CTA	HAJ		0	319
4U	CTA	HAM		0	319
4U	CTA	STR		0	319
4U	CTA	TXL		0	319
4U	CWL	DUS		0	CRJ
4U	DBV	CGN		0	319
4U	DBV	DUS		0	CRJ
4U	DBV	HAJ		0	319
4U	DBV	HAM		0	319
4U	DBV	STR		0	319
4U	DBV	TXL		0	320
4U	DRS	CFU		0	319
4U	DRS	CGN		0	319 CRJ
4U	DRS	DUS		0	319 CRJ
4U	DRS	STR		0	319 CRJ
4U	DTM	HDF		0	319
4U	DTM	MUC		0	319
4U	DTM	PMI		0	319 320
4U	DTM	SAW		0	319
4U	DTM	SPU		0	319
4U	DUB	CGN		0	319
4U	DUB	DUS		0	CRJ
4U	DUS	AOI		0	CRJ
4U	DUS	ARN		0	CRJ
4U	DUS	BCN		0	320 319
4U	DUS	BIA		0	320
4U	DUS	BIO		0	CRJ
4U	DUS	BRI		0	CRJ
4U	DUS	BSL		0	CRJ
4U	DUS	CAG		0	CRJ
4U	DUS	CTA		0	CRJ
4U	DUS	CWL		0	CRJ
4U	DUS	DBV		0	CRJ
4U	DUS	DRS		0	319 CRJ
4U	DUS	DUB		0	CRJ
4U	DUS	GVA		0	CRJ
4U	DUS	HDF		0	CRJ
4U	DUS	HER		0	319
4U	DUS	IBZ		0	320
4U	DUS	KTW		0	CRJ
4U	DUS	LEJ		0	CRJ
4U	DUS	LYS		0	CRJ
4U	DUS	MAD		0	CRJ
4U	DUS	MPL		0	CRJ
4U	DUS	MXP		0	CRJ 320
4U	DUS	NQY		0	CRJ
4U	DUS	NUE		0	CRJ
4U	DUS	OLB		0	CRJ
4U	DUS	PMI		0	320
4U	DUS	POZ		0	CRJ
4U	DUS	PRG		0	CRJ
4U	DUS	PRN		0	319
4U	DUS	SKG		0	319 320
4U	DUS	SPU		0	319
4U	DUS	SUF		0	CRJ
4U	DUS	TRN		0	CRJ
4U	DUS	VCE		0	320 319
4U	DUS	WAW		0	CRJ
4U	DUS	WRO		0	CRJ
4U	DUS	ZAD		0	CRJ
4U	EDI	CGN		0	319
4U	FAO	CGN		0	319 320
4U	FAO	HAM		0	319
4U	FAO	STR		0	319 320
4U	FCO	CGN		0	319 320
4U	FCO	HAJ		0	319
4U	FCO	HAM		0	319
4U	FCO	STR		0	319
4U	FCO	TXL		0	319
4U	FDH	CGN		0	319 CRJ
4U	FKB	HAM		0	CRJ
4U	FMM	HAM		0	CRJ
4U	FMM	TXL		0	CRJ
4U	FRA	HDF		0	CRJ
4U	GVA	DUS		0	CRJ
4U	GVA	HAM		0	CRJ
4U	HAJ	BCN		0	319
4U	HAJ	CTA		0	319
4U	HAJ	DBV		0	319
4U	HAJ	FCO		0	319
4U	HAJ	HER		0	319
4U	HAJ	MXP		0	319
4U	HAJ	NAP		0	319
4U	HAJ	PMI		0	319
4U	HAJ	PRN		0	319
4U	HAJ	SAW		0	319
4U	HAJ	SKG		0	319
4U	HAJ	SPU		0	319
4U	HAJ	STN		0	319
4U	HAJ	STR		0	319
4U	HAJ	SUF		0	319
4U	HAJ	VCE		0	319
4U	HAJ	VIE		0	319
4U	HAM	AMS		0	CRJ
4U	HAM	ARN		0	CRJ
4U	HAM	BCN		0	319
4U	HAM	BGO		0	CRJ
4U	HAM	BHX		0	CRJ
4U	HAM	BIA		0	CRJ
4U	HAM	BUD		0	CRJ
4U	HAM	CDG		0	319 CRJ
4U	HAM	CGN		0	319 CRJ
4U	HAM	CTA		0	319
4U	HAM	DBV		0	319
4U	HAM	FAO		0	319
4U	HAM	FCO		0	319
4U	HAM	FKB		0	CRJ
4U	HAM	FMM		0	CRJ
4U	HAM	GVA		0	CRJ
4U	HAM	HER		0	319
4U	HAM	KLU		0	319 CRJ
4U	HAM	LHR		0	319 CRJ
4U	HAM	MAD		0	CRJ
4U	HAM	MAN		0	CRJ
4U	HAM	MXP		0	319 CRJ
4U	HAM	NAP		0	319
4U	HAM	NCE		0	319
4U	HAM	NUE		0	CRJ
4U	HAM	OLB		0	319
4U	HAM	OSL		0	CRJ
4U	HAM	PMI		0	319
4U	HAM	PRG		0	CRJ
4U	HAM	PRN		0	319
4U	HAM	RJK		0	319
4U	HAM	SAW		0	319
4U	HAM	SKG		0	319
4U	HAM	SPU		0	319
4U	HAM	STR		0	319 CRJ
4U	HAM	TLS		0	CRJ
4U	HAM	VCE		0	319 CRJ
4U	HAM	VIE		0	319 CRJ
4U	HAM	VRN		0	CRJ
4U	HAM	ZRH		0	319 CRJ
4U	HDF	CGN		0	CRJ
4U	HDF	DTM		0	319
4U	HDF	DUS		0	CRJ
4U	HDF	FRA		0	CRJ
4U	HDF	STR		0	CRJ
4U	HEL	TXL		0	319
4U	HER	CGN		0	320 319
4U	HER	DUS		0	319
4U	HER	HAJ		0	319
4U	HER	HAM		0	319
4U	HER	STR		0	319
4U	HER	TXL		0	319
4U	IBZ	CGN		0	320 319
4U	IBZ	DUS		0	320
4U	IBZ	STR		0	319
4U	IBZ	TXL		0	319
4U	JMK	CGN		0	319
4U	JTR	CGN		0	319
4U	KGS	CGN		0	319
4U	KLU	CGN		0	CRJ
4U	KLU	HAM		0	319 CRJ
4U	KLU	TXL		0	319 CRJ
4U	KRK	STR		0	CRJ
4U	KTW	DUS		0	CRJ
4U	KVA	CGN		0	319 320
4U	KVA	STR		0	319
4U	LEJ	CGN		0	CRJ 319 320
4U	LEJ	DUS		0	CRJ
4U	LEJ	STR		0	319 CRJ
4U	LHR	CGN		0	319 320
4U	LHR	HAM		0	319 CRJ
4U	LHR	STR		0	319 320
4U	LHR	TXL		0	319 320
4U	LIN	TXL		0	319
4U	LIS	CGN		0	319 320
4U	LIS	STR		0	319
4U	LPA	CGN		0	319
4U	LYS	DUS		0	CRJ
4U	MAD	DUS		0	CRJ
4U	MAD	HAM		0	CRJ
4U	MAN	CGN		0	319
4U	MAN	HAM		0	CRJ
4U	MPL	DUS		0	CRJ
4U	MUC	DTM		0	319
4U	MXP	CGN		0	319 CRJ
4U	MXP	DUS		0	CRJ 320
4U	MXP	HAJ		0	319
4U	MXP	HAM		0	319 CRJ
4U	MXP	STR		0	CRJ 319
4U	NAP	CGN		0	319 320
4U	NAP	HAJ		0	319
4U	NAP	HAM		0	319
4U	NAP	STR		0	319
4U	NCE	CGN		0	319 320
4U	NCE	HAM		0	319
4U	NCE	TXL		0	319
4U	NDR	CGN		0	319
4U	NQY	DUS		0	CRJ
4U	NUE	DUS		0	CRJ
4U	NUE	HAM		0	CRJ
4U	NUE	TXL		0	319
4U	OLB	CGN		0	319
4U	OLB	DUS		0	CRJ
4U	OLB	HAM		0	319
4U	OLB	STR		0	319
4U	OSL	HAM		0	CRJ
4U	PMI	CGN		0	320 319
4U	PMI	DTM		0	319 320
4U	PMI	DUS		0	320
4U	PMI	HAJ		0	319
4U	PMI	HAM		0	319
4U	PMI	STR		0	319 320
4U	PMI	TXL		0	320
4U	PMO	CGN		0	319 CRJ
4U	POZ	DUS		0	CRJ
4U	PRG	CGN		0	319 320 CRJ
4U	PRG	DUS		0	CRJ
4U	PRG	HAM		0	CRJ
4U	PRN	DUS		0	319
4U	PRN	HAJ		0	319
4U	PRN	HAM		0	319
4U	PRN	STR		0	319
4U	PRN	TXL		0	319
4U	PSA	CGN		0	319
4U	PUY	CGN		0	319 CRJ
4U	RAK	CGN		0	319
4U	RHO	CGN		0	320
4U	RJK	CGN		0	319
4U	RJK	HAM		0	319
4U	RJK	STR		0	319
4U	RLG	CGN		0	319
4U	RLG	STR		0	319
4U	SAW	CGN		0	319 320
4U	SAW	DTM		0	319
4U	SAW	HAJ		0	319
4U	SAW	HAM		0	319
4U	SAW	STR		0	319
4U	SAW	TXL		0	319
4U	SJJ	CGN		0	319
4U	SJJ	STR		0	319
4U	SJJ	TXL		0	319
4U	SKG	CGN		0	319 320
4U	SKG	DUS		0	319 320
4U	SKG	HAJ		0	319
4U	SKG	HAM		0	319
4U	SKG	STR		0	319 320
4U	SPU	CGN		0	319
4U	SPU	DTM		0	319
4U	SPU	DUS		0	319
4U	SPU	HAJ		0	319
4U	SPU	HAM		0	319
4U	SPU	STR		0	319 320
4U	SPU	TXL		0	319
4U	STN	CGN		0	319
4U	STN	HAJ		0	319
4U	STN	STR		0	319
4U	STR	AGP		0	320 319
4U	STR	ATH		0	319
4U	STR	BCN		0	319 320
4U	STR	BDS		0	319
4U	STR	BEG		0	319
4U	STR	BIA		0	319
4U	STR	BIO		0	CRJ 319
4U	STR	BRE		0	319 CRJ
4U	STR	BRI		0	319
4U	STR	BRU		0	319 CRJ
4U	STR	BUD		0	319 CRJ
4U	STR	CAG		0	319
4U	STR	CFU		0	319
4U	STR	CTA		0	319
4U	STR	DBV		0	319
4U	STR	DRS		0	319 CRJ
4U	STR	FAO		0	319 320
4U	STR	FCO		0	319
4U	STR	HAJ		0	319
4U	STR	HAM		0	319 CRJ
4U	STR	HDF		0	CRJ
4U	STR	HER		0	319
4U	STR	IBZ		0	319
4U	STR	KRK		0	CRJ
4U	STR	KVA		0	319
4U	STR	LEJ		0	319 CRJ
4U	STR	LHR		0	319 320
4U	STR	LIS		0	319
4U	STR	MXP		0	CRJ 319
4U	STR	NAP		0	319
4U	STR	OLB		0	319
4U	STR	PMI		0	319 320
4U	STR	PRN		0	319
4U	STR	RJK		0	319
4U	STR	RLG		0	319
4U	STR	SAW		0	319
4U	STR	SJJ		0	319
4U	STR	SKG		0	319 320
4U	STR	SPU		0	319 320
4U	STR	STN		0	319
4U	STR	SUF		0	319
4U	STR	TXL		0	320 319 CRJ
4U	STR	VIE		0	319 320 CRJ
4U	STR	ZAD		0	319
4U	STR	ZAG		0	319
4U	SUF	CGN		0	319
4U	SUF	DUS		0	CRJ
4U	SUF	HAJ		0	319
4U	SUF	STR		0	319
4U	SZG	CGN		0	319
4U	TLS	HAM		0	CRJ
4U	TLV	CGN		0	319 320
4U	TRN	DUS		0	CRJ
4U	TUN	CGN		0	319
4U	TXL	AGP		0	319
4U	TXL	AOI		0	CRJ
4U	TXL	BHX		0	319
4U	TXL	BIA		0	320
4U	TXL	BLQ		0	319
4U	TXL	CGN		0	320 319
4U	TXL	CTA		0	319
4U	TXL	DBV		0	320
4U	TXL	FCO		0	319
4U	TXL	FMM		0	CRJ
4U	TXL	HEL		0	319
4U	TXL	HER		0	319
4U	TXL	IBZ		0	319
4U	TXL	KLU		0	319 CRJ
4U	TXL	LHR		0	319 320
4U	TXL	LIN		0	319
4U	TXL	NCE		0	319
4U	TXL	NUE		0	319
4U	TXL	PMI		0	320
4U	TXL	PRN		0	319
4U	TXL	SAW		0	319
4U	TXL	SJJ		0	319
4U	TXL	SPU		0	319
4U	TXL	STR		0	319 320 CRJ
4U	TXL	VIE		0	319 320
4U	TXL	VRN		0	319
4U	TXL	ZAD		0	319
4U	VCE	CGN		0	320 319
4U	VCE	DUS		0	320 319
4U	VCE	HAJ		0	319
4U	VCE	HAM		0	319 CRJ
4U	VIE	CGN		0	319 320
4U	VIE	HAJ		0	319
4U	VIE	HAM		0	319 CRJ
4U	VIE	STR		0	319 320 CRJ
4U	VIE	TXL		0	319 320
4U	VRN	CGN		0	319
4U	VRN	HAM		0	CRJ
4U	VRN	TXL		0	319
4U	WAW	CGN		0	CRJ
4U	WAW	DUS		0	CRJ
4U	WRO	DUS		0	CRJ
4U	XRY	CGN		0	319
4U	ZAD	CGN		0	319
4U	ZAD	DUS		0	CRJ
4U	ZAD	STR		0	319
4U	ZAD	TXL		0	319
4U	ZAG	CGN		0	CRJ 319
4U	ZAG	STR		0	319
4U	ZRH	CGN		0	320 319
4U	ZRH	HAM		0	319 CRJ
4W	AKP	FAI		0	PA2
4W	BTT	AKP		0	PA2
4W	BTT	CXF		0	PA2
4W	CEM	IRC		0	PA2
4W	CIK	FAI		0	PA2
4W	CIK	FYU		0	PA2
4W	CXF	AKP		0	PA2
4W	FAI	BTT		0	PA2
4W	FAI	CEM		0	PA2
4W	FAI	CIK		0	PA2
